Question_ID,Question,Option_A,Option_B,Option_C,Option_D,Correct_Option,Topic,Difficulty
544,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
545,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
546,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
547,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
548,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
549,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
550,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
551,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
552,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
553,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
554,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
555,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
556,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
557,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
558,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
559,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
560,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
561,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
562,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
563,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
564,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
565,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
566,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
567,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
568,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
569,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
570,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
571,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
572,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
573,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
574,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
575,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
576,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
577,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
578,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
579,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
580,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
581,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
582,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
583,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
584,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
585,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
586,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
587,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
588,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
589,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
590,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
591,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
592,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
593,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
594,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
595,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
596,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
597,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
598,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
599,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
600,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
601,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
602,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
603,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
604,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
605,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
606,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
607,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
608,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
609,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
610,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
611,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
612,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
613,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
614,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
615,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
616,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
617,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
618,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
619,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
620,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
621,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
622,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
623,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
624,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
625,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
626,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
627,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
628,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
629,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
630,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
631,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
632,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
633,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
634,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
635,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
636,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
637,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
638,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
639,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
640,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
641,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
642,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
643,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
644,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
645,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
646,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
647,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
648,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
649,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
650,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
651,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
652,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
653,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
654,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
655,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
656,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
657,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
658,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
659,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
660,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
661,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
662,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
663,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
664,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
665,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
666,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
667,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
668,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
669,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
670,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
671,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
672,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
673,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
674,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
675,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
676,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
677,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
678,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
679,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
680,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
681,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
682,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
683,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
684,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
685,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
686,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
687,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
688,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
689,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
690,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
691,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
692,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
693,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
694,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
695,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
696,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
697,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
698,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
699,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
700,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
701,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
702,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
703,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
704,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
705,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
706,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
707,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
708,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
709,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
710,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
711,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
712,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
713,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
714,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
715,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
716,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
717,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
718,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
719,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
720,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
721,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
722,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
723,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
724,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
725,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
726,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
727,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
728,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
729,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
730,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
731,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
732,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
733,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
734,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
735,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
736,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
737,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
738,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
739,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
740,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
741,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
742,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
743,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
744,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
745,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
746,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
747,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
748,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
749,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
750,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
751,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
752,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
753,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
754,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
755,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
756,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
757,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
758,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
759,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
760,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
761,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
762,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
763,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
764,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
765,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
766,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
767,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
768,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
769,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
770,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
771,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
772,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
773,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
774,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
775,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
776,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
777,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
778,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
779,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
780,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
781,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
782,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
783,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
784,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
785,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
786,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
787,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
788,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
789,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
790,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
791,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
792,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
793,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
794,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
795,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
796,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
797,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
798,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
799,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
800,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
801,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
802,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
803,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
804,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
805,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
806,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
807,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
808,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
809,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
810,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
811,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
812,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
813,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
814,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
